Date,Activity,Activity type,Unit,Amount executed
2025-07-09,Rolling/Tractor,Road,m2,101.80506619290153
2025-08-22,Rolling/Tractor,Road,m2,2535.240701817809
2025-05-27,Anchorage,Railway,m2,3439.8466304737362
2025-11-27,Cement making,Building,m3,3350.8053388972153
2025-09-06,Rolling/Tractor,Road,m2,2705.48704797467
2025-07-26,Ballast,Railway,m3,2529.2488348081597
2025-02-13,Coat preparation,Road,L,1768.3815030279416
2025-04-03,Pavement,Road,m2,3426.420813117646
2025-08-20,Coat preparation,Road,L,1279.2573318593647
2025-07-28,Coat preparation,Road,L,369.27589980102596
2025-12-06,Subbase application,Road,m2,3502.496527482305
2025-02-07,Cement making,Building,m3,2637.624052890665
2025-07-28,Ballast,Railway,m3,3896.2388217971743
2025-07-16,Coat preparation,Road,L,3389.278877400662
2025-07-15,Anchorage,Railway,m2,668.8022685558353
2025-03-05,Coat preparation,Road,L,2.7321430038235173
2025-12-10,Ballast,Railway,m3,1462.748684590498
2025-11-02,Ballast,Railway,m3,486.54792763702545
2025-01-09,Ballast,Railway,m3,3662.759458056184
2025-11-27,Walling,Building,m2,2198.622892848341
2025-09-19,Terrain leveling,Building,m3,2611.136871736435
2025-05-21,Coat preparation,Road,L,1987.7427694663852
2025-06-04,Walling,Building,m2,250.08202777022703
2025-11-26,Rolling/Tractor,Road,m2,980.2929327956566
2025-04-12,Removing trees,Building,m2,632.1952409506665
2025-10-20,Anchorage,Railway,m2,911.7619212833222
2025-11-26,Pavement,Road,m2,73.51653148157943
2025-12-23,Laying steel rail,Railway,m,80.36545402050233
2025-10-12,Cement making,Building,m3,2924.8904420391473
2025-03-22,Ballast,Railway,m3,4472.675681234234
2025-03-24,Anchorage,Railway,m2,2449.878763816081
2025-12-17,Anchorage,Railway,m2,4281.871111238353
2025-06-22,Cement making,Building,m3,3797.6177978397172
2025-12-08,Anchorage,Railway,m2,2170.8359505067833
2025-03-17,Coat preparation,Road,L,2708.049683682002
2025-07-09,Pavement,Road,m2,1096.8936437004145
2025-07-01,Iron mining,Railway,m3,2280.370995082465
2025-01-20,Coat preparation,Road,L,1043.9116148399808
2025-03-19,Ballast,Railway,m3,2753.2028370897956
2025-06-29,Walling,Building,m2,2441.671847437048
2025-04-03,Coat preparation,Road,L,2901.1640399780854
2025-12-18,Walling,Building,m2,4591.977811524071
2025-06-08,Terrain leveling,Building,m3,4945.8561362460005
2025-07-14,Coat preparation,Road,L,4875.510410401792
2025-12-13,Rolling/Tractor,Road,m2,4142.741114688398
2025-09-25,Walling,Building,m2,4551.921079422063
2025-09-19,Anchorage,Railway,m2,4756.410747912827
2025-05-01,Walling,Building,m2,2366.3615083850696
2025-04-10,Walling,Building,m2,1527.053357023424
2025-04-24,Walling,Building,m2,4076.3072868248855
2025-03-10,Cement making,Building,m3,1996.6591231206971
2025-02-06,Anchorage,Railway,m2,160.19218496750253
2025-04-14,Subbase application,Road,m2,4975.176105784882
2025-11-07,Coat preparation,Road,L,1970.4891722678485
2025-07-07,Subbase application,Road,m2,2739.3179288103725
2025-09-24,Cement making,Building,m3,2164.2669122319994
2025-10-24,Laying steel rail,Railway,m,3259.28774528758
2025-08-30,Walling,Building,m2,459.1141084725564
2025-12-15,Foundation pouring,Building,m3,4314.957079371397
2025-08-09,Iron mining,Railway,m3,2306.2245714426126
2025-04-19,Ballast,Railway,m3,2001.0244941574713
2025-07-05,Coat preparation,Road,L,3489.3278506439447
2025-06-03,Terrain leveling,Building,m3,4022.7713917511555
2025-11-21,Subbase application,Road,m2,2601.345547853342
2025-11-02,Removing trees,Building,m2,776.9722876491503
2025-10-13,Terrain leveling,Building,m3,3832.8475422442234
2025-12-03,Ballast,Railway,m3,3407.457081312665
2025-02-05,Coat preparation,Road,L,2149.6546206538624
2025-11-27,Iron mining,Railway,m3,4467.250295900765
2025-03-30,Iron mining,Railway,m3,222.71642108796343
2025-08-08,Coat preparation,Road,L,4139.029183806956
2025-06-24,Rolling/Tractor,Road,m2,1992.5189481371235
2025-04-17,Walling,Building,m2,4027.089617953005
2025-12-08,Terrain leveling,Building,m3,452.93054836709865
2025-02-26,Removing trees,Building,m2,3685.7349931814592
2025-02-28,Walling,Building,m2,685.1543046628622
2025-05-30,Rolling/Tractor,Road,m2,2374.0003173341943
2025-08-03,Terrain leveling,Building,m3,2780.2627269437035
2025-02-22,Anchorage,Railway,m2,4092.2875138408576
2025-10-16,Subbase application,Road,m2,4586.963807215013
2025-12-08,Laying steel rail,Railway,m,2064.5716772275173
2025-06-27,Foundation pouring,Building,m3,1097.492312797571
2025-01-05,Coat preparation,Road,L,266.46665679449234
2025-01-12,Anchorage,Railway,m2,235.8878172299389
2025-12-09,Coat preparation,Road,L,2885.1407333487027
2025-12-20,Iron mining,Railway,m3,4195.880364768785
2025-10-18,Laying steel rail,Railway,m,236.70142334863863
2025-04-14,Cement making,Building,m3,3755.9545564223217
2025-02-09,Foundation pouring,Building,m3,4399.512236688294
2025-07-29,Subbase application,Road,m2,1002.1136321686547
2025-10-16,Cement making,Building,m3,3871.572914636553
2025-10-15,Removing trees,Building,m2,4048.9771321913927
2025-09-18,Pavement,Road,m2,884.6074342947269
2025-12-05,Subbase application,Road,m2,1961.0748201786098
2025-01-25,Terrain leveling,Building,m3,3549.2409443964843
2025-06-30,Terrain leveling,Building,m3,2541.8503873396585
2025-01-30,Iron mining,Railway,m3,3941.3650222281785
2025-12-17,Terrain leveling,Building,m3,1740.676748431284
2025-10-28,Removing trees,Building,m2,230.62403216774163
2025-11-23,Pavement,Road,m2,2500.159748738718
2025-10-18,Cement making,Building,m3,1393.4120424451312
2025-11-26,Cement making,Building,m3,158.63240089248387
2025-12-08,Removing trees,Building,m2,1324.728580526542
2025-10-04,Cement making,Building,m3,376.8216660463758
2025-01-29,Pavement,Road,m2,4879.9693134874915
2025-05-23,Rolling/Tractor,Road,m2,1673.4166867652546
2025-07-23,Foundation pouring,Building,m3,2637.8451549563624
2025-05-23,Coat preparation,Road,L,341.2319006625436
2025-08-03,Anchorage,Railway,m2,2812.148944960273
2025-01-26,Laying steel rail,Railway,m,3942.805639856728
2025-01-13,Pavement,Road,m2,570.3997182973563
2025-02-10,Coat preparation,Road,L,1029.9085406740733
2025-01-07,Ballast,Railway,m3,93.24930506749152
2025-01-19,Terrain leveling,Building,m3,2833.2648359685445
2025-05-29,Walling,Building,m2,2566.0681056551175
2025-07-04,Removing trees,Building,m2,673.8708977795283
2025-03-27,Subbase application,Road,m2,1203.8466972520673
2025-12-01,Pavement,Road,m2,4862.089157969321
2025-11-21,Terrain leveling,Building,m3,3627.3314700546016
2025-04-15,Laying steel rail,Railway,m,3091.006053090962
2025-07-06,Walling,Building,m2,3921.4282461642565
2025-01-20,Foundation pouring,Building,m3,3371.580148520182
2025-05-07,Cement making,Building,m3,4489.972683796348
2025-07-21,Cement making,Building,m3,2583.4311059507663
2025-08-15,Terrain leveling,Building,m3,2082.006871247139
2025-08-22,Anchorage,Railway,m2,1770.679696533814
2025-09-11,Foundation pouring,Building,m3,2796.0821143926732
2025-10-26,Iron mining,Railway,m3,550.3685940582259
2025-10-20,Iron mining,Railway,m3,2397.6033109098444
2025-12-24,Rolling/Tractor,Road,m2,934.3613444815041
2025-07-18,Coat preparation,Road,L,2320.9612460549656
2025-04-14,Pavement,Road,m2,616.3066006105872
2025-10-03,Removing trees,Building,m2,2418.6756768498017
2025-06-10,Anchorage,Railway,m2,3324.713750173508
2025-09-11,Iron mining,Railway,m3,1993.8865231438547
2025-07-06,Coat preparation,Road,L,2282.2293165408214
2025-08-01,Ballast,Railway,m3,4274.523966584372
2025-11-17,Rolling/Tractor,Road,m2,3590.0335220271177
2025-07-07,Anchorage,Railway,m2,1106.010065230928
2025-02-17,Terrain leveling,Building,m3,534.4542179033413
2025-07-21,Anchorage,Railway,m2,1837.389605712697
2025-05-02,Cement making,Building,m3,4309.37699462137
2025-01-09,Ballast,Railway,m3,4720.750300149169
2025-11-09,Iron mining,Railway,m3,491.1260426622244
2025-11-16,Laying steel rail,Railway,m,2437.4172960413594
2025-04-14,Subbase application,Road,m2,1179.90386262201
2025-08-01,Ballast,Railway,m3,3892.8418043934603
2025-12-27,Walling,Building,m2,2030.6714912102764
2025-06-15,Subbase application,Road,m2,3205.8415804558226
2025-02-20,Rolling/Tractor,Road,m2,4292.978828357975
2025-10-16,Iron mining,Railway,m3,3861.786046243767
2025-03-09,Terrain leveling,Building,m3,4429.528645686219
2025-06-29,Removing trees,Building,m2,1542.7047178906316
2025-03-02,Iron mining,Railway,m3,1212.3786042903162
2025-08-22,Foundation pouring,Building,m3,4913.762865209194
2025-07-01,Subbase application,Road,m2,338.222116829901
2025-05-10,Ballast,Railway,m3,4093.109491741147
2025-08-25,Rolling/Tractor,Road,m2,3354.086334271663
2025-08-10,Walling,Building,m2,103.13682264385892
2025-07-23,Walling,Building,m2,1945.3620129655585
2025-08-30,Iron mining,Railway,m3,3972.453821551439
2025-11-17,Iron mining,Railway,m3,4672.036902314777
2025-06-25,Ballast,Railway,m3,1490.507823480941
2025-11-24,Pavement,Road,m2,4918.404218904912
2025-09-24,Iron mining,Railway,m3,1806.2917064454714
2025-03-15,Subbase application,Road,m2,877.8104960254501
2025-11-06,Terrain leveling,Building,m3,1988.8295193628703
2025-10-11,Terrain leveling,Building,m3,2668.016628261237
2025-11-25,Cement making,Building,m3,2444.40815884525
2025-06-25,Terrain leveling,Building,m3,3364.653713559485
2025-03-22,Cement making,Building,m3,3312.437504887024
2025-01-09,Iron mining,Railway,m3,4659.652977024889
2025-12-29,Foundation pouring,Building,m3,971.3926586845433
2025-02-13,Ballast,Railway,m3,4667.340055639071
2025-05-27,Foundation pouring,Building,m3,1895.901375451593
2025-12-13,Cement making,Building,m3,2891.443598834129
2025-03-25,Pavement,Road,m2,3867.4400130924955
2025-12-28,Walling,Building,m2,1669.2666904555942
2025-07-21,Coat preparation,Road,L,3990.431461084643
2025-11-30,Laying steel rail,Railway,m,271.7741159436338
2025-06-12,Terrain leveling,Building,m3,3873.3033677014096
2025-10-15,Foundation pouring,Building,m3,3866.8140215784497
2025-09-10,Pavement,Road,m2,3455.1459712216047
2025-06-24,Subbase application,Road,m2,3462.923595262428
2025-03-11,Walling,Building,m2,282.26909914142175
2025-07-09,Foundation pouring,Building,m3,1818.3796306245388
2025-11-10,Pavement,Road,m2,1038.8210638910823
2025-03-11,Coat preparation,Road,L,808.8992620468177
2025-05-05,Rolling/Tractor,Road,m2,19.71913755522692
2025-05-02,Walling,Building,m2,441.6301137590312
2025-03-19,Walling,Building,m2,2194.818623738354
2025-06-20,Pavement,Road,m2,3236.1073116976113
2025-06-22,Coat preparation,Road,L,3977.290836935917
2025-04-11,Pavement,Road,m2,3077.397579937136
2025-06-17,Rolling/Tractor,Road,m2,1687.705281557837
2025-02-12,Terrain leveling,Building,m3,2504.759032709453
2025-12-17,Iron mining,Railway,m3,2643.8399159228848
2025-01-31,Removing trees,Building,m2,212.2797449733249
2025-10-28,Ballast,Railway,m3,2434.64836255995
2025-12-03,Walling,Building,m2,1896.9199319974916
2025-12-07,Coat preparation,Road,L,119.3586794195023
2025-11-25,Foundation pouring,Building,m3,1444.3861722360234
2025-06-09,Subbase application,Road,m2,3177.9933804476077
2025-12-16,Rolling/Tractor,Road,m2,4353.866316042078
2025-09-22,Cement making,Building,m3,1110.6950081561079
2025-05-23,Rolling/Tractor,Road,m2,687.805148768475
2025-08-12,Laying steel rail,Railway,m,4707.498242400315
2025-03-01,Foundation pouring,Building,m3,2220.92173327235
2025-05-09,Terrain leveling,Building,m3,1489.363727600404
2025-09-08,Cement making,Building,m3,2741.249595714649
2025-12-01,Cement making,Building,m3,2441.519484602781
2025-04-03,Foundation pouring,Building,m3,1122.2040052903371
2025-08-20,Laying steel rail,Railway,m,4441.938331711549
2025-06-19,Walling,Building,m2,4194.971674722887
2025-01-18,Laying steel rail,Railway,m,4236.0181522075845
2025-04-30,Pavement,Road,m2,3070.721149331723
2025-04-02,Removing trees,Building,m2,1162.4548842291088
2025-07-07,Coat preparation,Road,L,3217.4207005028334
2025-09-17,Ballast,Railway,m3,1318.5698465011508
2025-10-15,Rolling/Tractor,Road,m2,721.0113217674863
2025-09-14,Anchorage,Railway,m2,2423.9554228088023
2025-03-20,Pavement,Road,m2,1049.2491102612933
2025-08-31,Walling,Building,m2,2241.635118338976
2025-01-12,Ballast,Railway,m3,692.0325373265351
2025-08-13,Pavement,Road,m2,222.74467881137906
2025-08-30,Subbase application,Road,m2,3037.157078658597
2025-08-16,Ballast,Railway,m3,4715.170406443632
2025-09-13,Cement making,Building,m3,4127.261463215478
2025-02-24,Subbase application,Road,m2,2014.127896146105
2025-05-09,Removing trees,Building,m2,3763.696130291483
2025-09-01,Iron mining,Railway,m3,3113.222094826258
2025-05-12,Subbase application,Road,m2,2116.9726976470806
2025-05-04,Ballast,Railway,m3,3852.3433821087538
2025-11-03,Laying steel rail,Railway,m,4271.537189909792
2025-12-13,Laying steel rail,Railway,m,352.4751585935848
2025-11-05,Anchorage,Railway,m2,2284.4249722444733
2025-05-29,Anchorage,Railway,m2,3010.0986929441383
2025-03-27,Anchorage,Railway,m2,4541.840802479477
2025-12-29,Laying steel rail,Railway,m,1712.7920638052829
2025-11-22,Foundation pouring,Building,m3,733.189321694111
2025-08-17,Terrain leveling,Building,m3,384.56516449212995
2025-12-28,Subbase application,Road,m2,1266.24898598783
2025-11-26,Ballast,Railway,m3,10.60047967380906
2025-04-29,Coat preparation,Road,L,667.1127910922437
2025-05-02,Iron mining,Railway,m3,3196.8801301102844
2025-02-18,Anchorage,Railway,m2,4550.652106263172
2025-11-05,Cement making,Building,m3,1345.5592214146905
2025-05-24,Ballast,Railway,m3,327.4170939641746
2025-11-19,Cement making,Building,m3,4161.150965210099
2025-10-21,Rolling/Tractor,Road,m2,2506.267081300916
2025-12-27,Terrain leveling,Building,m3,3419.249551872416
2025-12-06,Terrain leveling,Building,m3,3443.1925405365337
2025-02-16,Terrain leveling,Building,m3,4436.651997348578
2025-12-20,Anchorage,Railway,m2,4719.694909133479
2025-09-25,Iron mining,Railway,m3,4171.712172339177
2025-05-06,Rolling/Tractor,Road,m2,162.05220162776146
2025-08-31,Ballast,Railway,m3,4283.350523086025
2025-12-21,Iron mining,Railway,m3,4348.5096934432595
2025-08-05,Rolling/Tractor,Road,m2,2197.4692419959047
2025-10-19,Foundation pouring,Building,m3,416.9709833734736
2025-11-03,Terrain leveling,Building,m3,2416.0897406038453
2025-09-25,Ballast,Railway,m3,4062.5631720184674
2025-06-25,Rolling/Tractor,Road,m2,2087.2407220379323
2025-07-11,Removing trees,Building,m2,4893.34183485817
2025-09-18,Subbase application,Road,m2,2596.7089435107146
2025-08-09,Anchorage,Railway,m2,3243.571215023182
2025-04-16,Laying steel rail,Railway,m,2494.8848722722764
2025-07-31,Laying steel rail,Railway,m,1187.0381101931516
2025-07-07,Terrain leveling,Building,m3,4016.068674813655
2025-12-27,Foundation pouring,Building,m3,2766.684311587285
2025-10-11,Rolling/Tractor,Road,m2,2351.163909295551
2025-03-31,Foundation pouring,Building,m3,4389.780660435464
2025-04-19,Coat preparation,Road,L,499.39969345109694
2025-05-02,Cement making,Building,m3,4317.622124594307
2025-08-17,Cement making,Building,m3,1236.7552075895937
2025-11-16,Anchorage,Railway,m2,2202.3645785196522
2025-04-08,Removing trees,Building,m2,2518.5875798649627
2025-05-06,Removing trees,Building,m2,3547.589752079673
2025-03-23,Subbase application,Road,m2,3486.498744720558
2025-12-10,Foundation pouring,Building,m3,4759.308504950516
2025-03-21,Walling,Building,m2,413.9492130772654
2025-01-23,Ballast,Railway,m3,435.5727314721136
2025-06-09,Iron mining,Railway,m3,2125.192461273462
2025-11-05,Subbase application,Road,m2,3650.2484273344053
2025-12-13,Iron mining,Railway,m3,2115.755350301972
2025-09-19,Laying steel rail,Railway,m,1013.743365132066
2025-12-02,Walling,Building,m2,3232.316664529501
2025-04-24,Removing trees,Building,m2,3143.9035770664304
2025-04-11,Cement making,Building,m3,4012.196265074094
2025-05-13,Anchorage,Railway,m2,2116.5910838626423
2025-11-09,Coat preparation,Road,L,3798.8900539707925
2025-02-03,Rolling/Tractor,Road,m2,4359.702760797237
2025-02-23,Cement making,Building,m3,4435.683866417579
2025-09-23,Iron mining,Railway,m3,38.02391054026688
2025-02-07,Subbase application,Road,m2,1574.2290651397927
2025-02-06,Walling,Building,m2,90.16363977006559
2025-02-01,Foundation pouring,Building,m3,533.3299063881697
2025-12-18,Cement making,Building,m3,4923.071870361734
2025-08-31,Rolling/Tractor,Road,m2,3803.70289049041
2025-04-25,Walling,Building,m2,4153.879242849796
2025-08-03,Ballast,Railway,m3,1050.1321356323456
2025-08-30,Walling,Building,m2,381.95299016517805
2025-04-28,Ballast,Railway,m3,3130.6477730692795
2025-04-06,Removing trees,Building,m2,4554.470318887729
2025-06-18,Subbase application,Road,m2,4784.850060293033
2025-11-09,Anchorage,Railway,m2,2194.1483951380515
2025-08-11,Iron mining,Railway,m3,3276.4230754323758
2025-05-22,Iron mining,Railway,m3,4335.121741471854
2025-05-21,Anchorage,Railway,m2,2178.7434934359517
2025-09-14,Coat preparation,Road,L,1068.7642181396488
2025-03-20,Ballast,Railway,m3,4422.162672482475
2025-03-10,Laying steel rail,Railway,m,2851.3298901203525
2025-10-28,Foundation pouring,Building,m3,666.2937167066846
2025-12-08,Cement making,Building,m3,2244.841364867308
2025-10-22,Anchorage,Railway,m2,3494.095795203691
2025-09-27,Foundation pouring,Building,m3,3236.2420212958127
2025-07-13,Rolling/Tractor,Road,m2,3054.72266368151
2025-07-02,Rolling/Tractor,Road,m2,4251.405976399683
2025-10-28,Rolling/Tractor,Road,m2,2801.380743006611
2025-01-09,Laying steel rail,Railway,m,4103.482936904474
2025-04-24,Subbase application,Road,m2,2305.571297437916
2025-04-07,Laying steel rail,Railway,m,401.93928719287675
2025-06-08,Subbase application,Road,m2,1691.2172069180708
2025-03-27,Laying steel rail,Railway,m,21.61297818991215
2025-08-09,Laying steel rail,Railway,m,666.7920460689991
2025-03-19,Walling,Building,m2,4571.572378363882
2025-01-16,Foundation pouring,Building,m3,70.57033203227758
2025-06-20,Walling,Building,m2,1002.3794623569015
2025-07-22,Cement making,Building,m3,1147.7566985831395
2025-04-12,Subbase application,Road,m2,2497.7030639402037
2025-03-25,Cement making,Building,m3,4797.161632227745
2025-12-17,Walling,Building,m2,1171.6724693554675
2025-09-12,Laying steel rail,Railway,m,4842.276228529482
2025-07-20,Foundation pouring,Building,m3,1255.854996048889
2025-08-16,Walling,Building,m2,64.45450433986366
2025-07-01,Coat preparation,Road,L,937.6098732055405
2025-05-09,Anchorage,Railway,m2,3586.174615427706
