Date,Activity,Activity type,Unit,Amount planned
2025-09-30,Terrain leveling,Building,m3,4522.931778069814
2025-09-12,Rolling/Tractor,Road,m2,3524.0560177435877
2025-09-08,Foundation pouring,Building,m3,4152.904911500724
2025-11-18,Anchorage,Railway,m2,4058.7020604959002
2025-02-08,Cement making,Building,m3,2090.37570815949
2025-04-14,Rolling/Tractor,Road,m2,4794.118174867138
2025-02-10,Rolling/Tractor,Road,m2,1532.3648108261068
2025-11-03,Subbase application,Road,m2,4061.113590342851
2025-08-21,Cement making,Building,m3,3003.5668084473705
2025-11-22,Cement making,Building,m3,1977.7528237859403
2025-07-16,Walling,Building,m2,3020.668287806578
2025-03-12,Cement making,Building,m3,4211.656149676339
2025-03-31,Walling,Building,m2,208.39598374347733
2025-05-29,Iron mining,Railway,m3,3623.674847441382
2025-01-13,Rolling/Tractor,Road,m2,1254.0315842666128
2025-10-29,Anchorage,Railway,m2,798.1936640362264
2025-11-20,Cement making,Building,m3,676.8081777090712
2025-08-12,Removing trees,Building,m2,3532.867194760146
2025-06-21,Removing trees,Building,m2,3548.533754671103
2025-06-07,Walling,Building,m2,3811.3913869007765
2025-12-12,Subbase application,Road,m2,4154.043573158914
2025-10-02,Cement making,Building,m3,2762.454284681961
2025-10-31,Ballast,Railway,m3,2106.099391888797
2025-08-17,Removing trees,Building,m2,2746.1793352596246
2025-04-08,Removing trees,Building,m2,3719.962245693994
2025-08-23,Subbase application,Road,m2,4370.439264192653
2025-02-13,Iron mining,Railway,m3,1958.2577270359648
2025-10-07,Cement making,Building,m3,4771.9949920387835
2025-09-29,Iron mining,Railway,m3,4036.4925983845174
2025-01-05,Laying steel rail,Railway,m,4484.528130206042
2025-11-13,Removing trees,Building,m2,3752.6251323452493
2025-12-01,Anchorage,Railway,m2,224.65559763632515
2025-01-03,Foundation pouring,Building,m3,4798.751745444326
2025-11-29,Removing trees,Building,m2,1759.7060123678189
2025-11-13,Rolling/Tractor,Road,m2,4116.945654120225
2025-08-14,Anchorage,Railway,m2,963.530917148303
2025-04-29,Foundation pouring,Building,m3,2771.642435120738
2025-11-14,Foundation pouring,Building,m3,1239.4294013641677
2025-09-25,Removing trees,Building,m2,3684.1551303538677
2025-08-23,Cement making,Building,m3,697.2564976202756
2025-01-19,Anchorage,Railway,m2,876.7401296814276
2025-04-30,Terrain leveling,Building,m3,3054.2396075798874
2025-12-07,Laying steel rail,Railway,m,1929.3161550894417
2025-08-13,Terrain leveling,Building,m3,2909.5496657047156
2025-06-12,Subbase application,Road,m2,2096.0410230642347
2025-06-11,Removing trees,Building,m2,1279.30274517282
2025-02-10,Ballast,Railway,m3,3755.4058742594807
2025-10-02,Foundation pouring,Building,m3,1513.759825468316
2025-03-06,Laying steel rail,Railway,m,4479.650799756839
2025-12-18,Subbase application,Road,m2,3628.8210578329276
2025-07-13,Coat preparation,Road,L,269.82126915770846
2025-03-30,Subbase application,Road,m2,1830.6042770311976
2025-08-04,Removing trees,Building,m2,1283.7490103382754
2025-12-16,Anchorage,Railway,m2,3490.4620099345843
2025-02-14,Terrain leveling,Building,m3,417.0969058567253
2025-11-23,Pavement,Road,m2,4918.112353854204
2025-04-19,Subbase application,Road,m2,2223.1755651619555
2025-08-03,Anchorage,Railway,m2,2096.8918656465803
2025-07-21,Iron mining,Railway,m3,1075.7167444545985
2025-09-16,Anchorage,Railway,m2,1686.1202955189808
2025-10-25,Anchorage,Railway,m2,2999.7400953043916
2025-11-22,Walling,Building,m2,394.1979462756945
2025-09-27,Subbase application,Road,m2,888.0312489825836
2025-08-24,Walling,Building,m2,4599.729317954047
2025-07-05,Walling,Building,m2,662.8652101904075
2025-08-23,Cement making,Building,m3,2398.4291539667106
2025-05-08,Cement making,Building,m3,2472.175414545722
2025-10-09,Pavement,Road,m2,4116.960484801006
2025-06-14,Laying steel rail,Railway,m,1973.4309359502845
2025-09-17,Cement making,Building,m3,4531.67983853266
2025-11-19,Cement making,Building,m3,3763.5157272753704
2025-03-05,Rolling/Tractor,Road,m2,4315.410433848885
2025-08-28,Anchorage,Railway,m2,774.6964785839633
2025-03-26,Pavement,Road,m2,3598.085279458187
2025-06-10,Terrain leveling,Building,m3,2050.5376986975593
2025-07-19,Subbase application,Road,m2,2441.029387005674
2025-07-14,Cement making,Building,m3,3425.933270617398
2025-12-17,Removing trees,Building,m2,4697.796003633216
2025-04-16,Coat preparation,Road,L,3806.215551780169
2025-07-02,Terrain leveling,Building,m3,359.21879403015777
2025-06-23,Rolling/Tractor,Road,m2,3624.9089860553563
2025-09-14,Anchorage,Railway,m2,4483.4391520653235
2025-04-16,Coat preparation,Road,L,4670.7936531327005
2025-07-19,Iron mining,Railway,m3,2104.2608341870723
2025-03-20,Coat preparation,Road,L,4434.624190713475
2025-06-03,Walling,Building,m2,4738.775207516865
2025-04-06,Ballast,Railway,m3,1915.5361620968636
2025-09-25,Cement making,Building,m3,907.664080037009
2025-08-01,Walling,Building,m2,1037.7061107485213
2025-11-29,Laying steel rail,Railway,m,1303.1992712888284
2025-06-27,Pavement,Road,m2,1409.3890074913163
2025-07-01,Ballast,Railway,m3,1239.333251288055
2025-06-27,Foundation pouring,Building,m3,2668.6263523567322
2025-05-31,Removing trees,Building,m2,3878.4340479989555
2025-12-09,Pavement,Road,m2,2521.627633073357
2025-11-16,Walling,Building,m2,1517.5345311131123
2025-11-15,Terrain leveling,Building,m3,1319.4133342767461
2025-03-13,Ballast,Railway,m3,3235.206033340917
2025-12-14,Cement making,Building,m3,2523.450098032736
2025-08-26,Walling,Building,m2,1234.4551499274041
2025-12-14,Terrain leveling,Building,m3,3178.7923167105237
2025-08-24,Anchorage,Railway,m2,3787.8931364345376
2025-09-04,Laying steel rail,Railway,m,1900.1035504059178
2025-02-25,Coat preparation,Road,L,2303.7221263971314
2025-02-14,Cement making,Building,m3,1347.6878226288964
2025-08-27,Coat preparation,Road,L,1424.0735803977516
2025-01-07,Walling,Building,m2,3552.5207650923107
2025-08-16,Laying steel rail,Railway,m,3464.565317091317
2025-07-08,Cement making,Building,m3,175.78789794609696
2025-02-03,Foundation pouring,Building,m3,3863.6070153272194
2025-07-21,Anchorage,Railway,m2,2153.5693318731164
2025-12-03,Coat preparation,Road,L,3574.3840411770743
2025-10-20,Cement making,Building,m3,2584.372533319707
2025-05-22,Ballast,Railway,m3,3678.3175167650807
2025-06-09,Subbase application,Road,m2,4928.905642039684
2025-01-17,Anchorage,Railway,m2,4587.291327366251
2025-03-03,Iron mining,Railway,m3,1979.8665851768255
2025-10-08,Foundation pouring,Building,m3,2428.5497874225016
2025-04-17,Ballast,Railway,m3,1856.0533504285281
2025-09-07,Removing trees,Building,m2,2950.7843504349134
2025-06-27,Laying steel rail,Railway,m,4820.5901654433255
2025-08-04,Walling,Building,m2,3166.8102160394383
2025-10-24,Walling,Building,m2,1717.7124189659255
2025-06-18,Terrain leveling,Building,m3,4056.0099514707927
2025-04-25,Rolling/Tractor,Road,m2,3575.9297310370016
2025-07-05,Iron mining,Railway,m3,2821.4022502475877
2025-01-09,Coat preparation,Road,L,606.4347555444649
2025-08-17,Iron mining,Railway,m3,3249.1593009820567
2025-03-31,Anchorage,Railway,m2,2712.6687116370713
2025-10-11,Walling,Building,m2,704.4102303453076
2025-11-20,Coat preparation,Road,L,1357.688365162417
2025-05-19,Rolling/Tractor,Road,m2,3752.354095551965
2025-04-20,Walling,Building,m2,2457.4670691930937
2025-12-19,Anchorage,Railway,m2,4588.58239987843
2025-08-09,Anchorage,Railway,m2,986.9613862848148
2025-10-21,Walling,Building,m2,1651.9503116765638
2025-12-27,Subbase application,Road,m2,1417.4938168558854
2025-07-19,Anchorage,Railway,m2,1466.6057003383514
2025-08-26,Foundation pouring,Building,m3,3523.943432848612
2025-04-16,Removing trees,Building,m2,890.5081676230064
2025-01-06,Coat preparation,Road,L,4692.968714434754
2025-07-29,Pavement,Road,m2,1243.9647626198857
2025-07-21,Coat preparation,Road,L,2672.9518587637695
2025-12-08,Walling,Building,m2,1945.749028851056
2025-09-07,Ballast,Railway,m3,3885.8804852754092
2025-08-02,Subbase application,Road,m2,3223.019133871885
2025-05-13,Terrain leveling,Building,m3,2483.6547419238314
2025-02-04,Rolling/Tractor,Road,m2,1595.6372879189917
2025-10-14,Cement making,Building,m3,4398.405703577979
2025-02-05,Anchorage,Railway,m2,2311.130604644259
2025-09-22,Removing trees,Building,m2,4689.7755567446475
2025-04-17,Subbase application,Road,m2,2853.296994567403
2025-10-07,Walling,Building,m2,3622.5596755002853
2025-11-14,Subbase application,Road,m2,4429.615351914754
2025-10-20,Anchorage,Railway,m2,3565.845476005372
2025-05-11,Laying steel rail,Railway,m,3808.7939904337804
2025-12-28,Coat preparation,Road,L,1049.3701935748122
2025-01-06,Rolling/Tractor,Road,m2,3612.994292009588
2025-04-20,Anchorage,Railway,m2,3063.204272759464
2025-03-28,Cement making,Building,m3,1736.883770539388
2025-04-28,Walling,Building,m2,2971.3710215440074
2025-04-19,Ballast,Railway,m3,1769.4564305919964
2025-05-31,Iron mining,Railway,m3,1616.3322817229348
2025-03-02,Iron mining,Railway,m3,4420.644889435312
2025-12-28,Anchorage,Railway,m2,316.4702516465262
2025-12-20,Walling,Building,m2,1023.64863341391
2025-10-06,Foundation pouring,Building,m3,2359.2286697099075
2025-06-04,Foundation pouring,Building,m3,4200.489465353598
2025-10-20,Laying steel rail,Railway,m,3234.257927562089
2025-01-29,Iron mining,Railway,m3,2981.848529927412
2025-02-07,Foundation pouring,Building,m3,558.9350583484048
2025-08-09,Iron mining,Railway,m3,1786.36263460338
2025-05-13,Anchorage,Railway,m2,357.5728497791575
2025-11-22,Laying steel rail,Railway,m,4147.2732487610765
2025-11-16,Rolling/Tractor,Road,m2,859.4347631936
2025-08-19,Coat preparation,Road,L,1368.0113727575294
2025-04-28,Iron mining,Railway,m3,4182.6575776564605
2025-10-06,Laying steel rail,Railway,m,2069.7227617787744
2025-12-05,Removing trees,Building,m2,4434.042819949077
2025-02-19,Walling,Building,m2,1024.0255168281992
2025-08-04,Cement making,Building,m3,1750.4890670757684
2025-08-02,Ballast,Railway,m3,2638.9495036994977
2025-11-08,Coat preparation,Road,L,368.0323651704914
2025-10-13,Terrain leveling,Building,m3,2864.922643048999
2025-10-25,Anchorage,Railway,m2,1769.8786442128983
2025-09-24,Foundation pouring,Building,m3,225.09517380932098
2025-12-10,Coat preparation,Road,L,1535.6285113149681
2025-05-02,Subbase application,Road,m2,748.8695640261328
2025-08-14,Cement making,Building,m3,499.69418098173736
2025-11-19,Subbase application,Road,m2,4132.226239473909
2025-04-06,Iron mining,Railway,m3,2896.630353937141
2025-08-20,Cement making,Building,m3,4780.703850175841
2025-08-26,Ballast,Railway,m3,4103.063296655829
2025-04-29,Ballast,Railway,m3,2062.4492313320748
2025-10-06,Pavement,Road,m2,4517.8082107347445
2025-10-29,Subbase application,Road,m2,1145.7366438509175
2025-11-29,Rolling/Tractor,Road,m2,4800.677954729046
2025-09-20,Coat preparation,Road,L,3988.2794284696006
2025-04-21,Subbase application,Road,m2,2722.8526109217983
2025-02-28,Ballast,Railway,m3,3139.392955141299
2025-06-02,Subbase application,Road,m2,1983.3235746203693
2025-03-13,Rolling/Tractor,Road,m2,2999.883452431916
2025-11-11,Anchorage,Railway,m2,592.0371165831817
2025-05-13,Terrain leveling,Building,m3,4532.061065723857
2025-01-10,Laying steel rail,Railway,m,2495.5176157513565
2025-08-10,Laying steel rail,Railway,m,3331.5102455595297
2025-07-25,Removing trees,Building,m2,3568.887663875772
2025-08-25,Coat preparation,Road,L,4655.595832175689
2025-12-26,Rolling/Tractor,Road,m2,1572.6492117137113
2025-06-10,Iron mining,Railway,m3,4877.870819204523
2025-07-20,Pavement,Road,m2,2186.036223425649
2025-04-27,Foundation pouring,Building,m3,813.7409185232198
2025-09-17,Foundation pouring,Building,m3,2403.2678265874642
2025-06-15,Laying steel rail,Railway,m,3086.4242758518235
2025-05-10,Ballast,Railway,m3,1896.066361261759
2025-01-06,Laying steel rail,Railway,m,2803.302970028449
2025-02-14,Pavement,Road,m2,2996.178724752137
2025-07-25,Pavement,Road,m2,3155.46900698553
2025-01-22,Iron mining,Railway,m3,4685.5443570296275
2025-02-27,Ballast,Railway,m3,1486.2354815163492
2025-03-02,Iron mining,Railway,m3,3958.7610743474975
2025-09-09,Rolling/Tractor,Road,m2,2980.6367587300165
2025-03-12,Ballast,Railway,m3,3561.5607291733127
2025-10-29,Terrain leveling,Building,m3,3474.8541050592285
2025-03-01,Pavement,Road,m2,4938.427911666438
2025-05-25,Anchorage,Railway,m2,273.8310718941267
2025-05-06,Iron mining,Railway,m3,4129.988095631335
2025-08-02,Rolling/Tractor,Road,m2,2083.233492011484
2025-11-15,Foundation pouring,Building,m3,843.4131155355717
2025-02-12,Terrain leveling,Building,m3,728.846998565476
2025-02-14,Pavement,Road,m2,2333.2989688854827
2025-02-05,Iron mining,Railway,m3,757.3963612292223
2025-08-17,Ballast,Railway,m3,1542.0694728600854
2025-06-22,Subbase application,Road,m2,1026.854781747712
2025-06-09,Removing trees,Building,m2,3983.163986077151
2025-06-02,Cement making,Building,m3,4225.236550292137
2025-03-11,Cement making,Building,m3,541.6260454865013
2025-12-18,Cement making,Building,m3,2862.62509110791
2025-11-15,Ballast,Railway,m3,9.18881504823499
2025-10-14,Cement making,Building,m3,4604.178137959139
2025-09-14,Anchorage,Railway,m2,4167.858383500649
2025-07-14,Laying steel rail,Railway,m,2028.8181817621514
2025-06-18,Laying steel rail,Railway,m,1350.0273330743585
2025-06-05,Anchorage,Railway,m2,4670.400247389765
2025-08-04,Rolling/Tractor,Road,m2,3006.382921405126
2025-02-08,Rolling/Tractor,Road,m2,4920.856368360492
2025-02-05,Coat preparation,Road,L,4136.744026358152
2025-08-14,Walling,Building,m2,3428.0238366672816
2025-12-24,Pavement,Road,m2,1824.2952041598132
2025-02-18,Removing trees,Building,m2,3618.8430446142183
2025-09-04,Laying steel rail,Railway,m,4260.679548732194
2025-08-31,Terrain leveling,Building,m3,19.977631533693028
2025-04-04,Removing trees,Building,m2,2867.629004210349
2025-04-30,Terrain leveling,Building,m3,4965.685928634545
2025-02-01,Coat preparation,Road,L,579.2070855368131
2025-08-21,Subbase application,Road,m2,894.332076736048
2025-12-09,Cement making,Building,m3,325.6222180527757
2025-07-01,Laying steel rail,Railway,m,3792.031523853702
2025-02-15,Walling,Building,m2,2892.649867996755
2025-01-25,Pavement,Road,m2,1980.7082321333742
2025-06-08,Cement making,Building,m3,867.0314992627771
2025-03-04,Walling,Building,m2,638.8069782096794
2025-11-01,Foundation pouring,Building,m3,4424.2629177042445
2025-07-20,Rolling/Tractor,Road,m2,2440.9413368803475
2025-12-28,Foundation pouring,Building,m3,1486.7463331788445
2025-03-04,Cement making,Building,m3,4997.117772000456
2025-10-12,Rolling/Tractor,Road,m2,3852.564422989116
2025-04-09,Pavement,Road,m2,4336.4968473500285
2025-08-30,Rolling/Tractor,Road,m2,1452.71289843097
2025-10-04,Rolling/Tractor,Road,m2,1222.9378472388114
2025-04-27,Walling,Building,m2,3981.4363686997062
2025-11-22,Coat preparation,Road,L,3302.2080941049344
2025-02-22,Ballast,Railway,m3,4913.680992657903
2025-01-14,Rolling/Tractor,Road,m2,890.480624624852
2025-04-18,Ballast,Railway,m3,2888.2952408476726
2025-01-04,Pavement,Road,m2,4031.7257984004755
2025-12-01,Foundation pouring,Building,m3,4717.551256438407
2025-07-20,Anchorage,Railway,m2,2423.330176978188
2025-03-29,Laying steel rail,Railway,m,3864.267023092426
2025-06-26,Laying steel rail,Railway,m,1064.638527750615
2025-07-02,Walling,Building,m2,1198.1027079451767
2025-10-07,Iron mining,Railway,m3,1386.3589254823783
2025-08-20,Cement making,Building,m3,2652.68480304016
2025-06-25,Foundation pouring,Building,m3,18.543701810199153
2025-03-03,Rolling/Tractor,Road,m2,2114.6408275655344
2025-01-04,Walling,Building,m2,2834.1532527405384
2025-10-10,Anchorage,Railway,m2,4403.356524873228
2025-09-16,Subbase application,Road,m2,2031.4208352201983
2025-04-11,Ballast,Railway,m3,1574.614718989313
2025-10-31,Laying steel rail,Railway,m,593.1146626782819
2025-05-02,Iron mining,Railway,m3,3389.938991516676
2025-08-04,Subbase application,Road,m2,4770.475692104277
2025-12-17,Removing trees,Building,m2,1633.5071779599652
2025-07-24,Removing trees,Building,m2,2304.5967933869492
2025-12-24,Pavement,Road,m2,886.3802296832213
2025-08-19,Terrain leveling,Building,m3,1923.1988171022124
2025-12-12,Ballast,Railway,m3,349.31216667039354
2025-07-22,Terrain leveling,Building,m3,3475.3874653368557
2025-01-30,Foundation pouring,Building,m3,665.7817872420951
2025-11-28,Ballast,Railway,m3,4614.69736384224
2025-01-02,Terrain leveling,Building,m3,4370.670534905335
2025-06-05,Iron mining,Railway,m3,3669.5372090085148
2025-11-26,Subbase application,Road,m2,2371.159059375668
2025-12-20,Foundation pouring,Building,m3,2692.4330704780937
2025-10-10,Terrain leveling,Building,m3,2658.2419148822505
2025-11-15,Pavement,Road,m2,3331.9832093125697
2025-11-10,Walling,Building,m2,512.4665953888535
2025-10-14,Iron mining,Railway,m3,1285.3180732906521
2025-10-28,Cement making,Building,m3,678.1512275315538
2025-01-29,Removing trees,Building,m2,559.610717947524
2025-07-24,Subbase application,Road,m2,1067.8830524910609
2025-05-26,Iron mining,Railway,m3,3478.6911559360306
2025-10-13,Iron mining,Railway,m3,1364.3516683660218
2025-10-26,Anchorage,Railway,m2,3429.3421068098924
2025-12-14,Anchorage,Railway,m2,3609.736556900119
2025-12-26,Subbase application,Road,m2,3350.0154588575424
2025-01-29,Pavement,Road,m2,323.5100489943743
2025-06-25,Anchorage,Railway,m2,255.53628589958132
2025-05-03,Iron mining,Railway,m3,4536.582369682819
2025-09-29,Anchorage,Railway,m2,4982.212816306854
2025-12-06,Coat preparation,Road,L,3151.520815854165
2025-11-04,Pavement,Road,m2,2380.4283951496595
2025-05-22,Subbase application,Road,m2,1372.8286834514086
2025-09-13,Iron mining,Railway,m3,2412.365889259907
2025-12-16,Foundation pouring,Building,m3,2345.0192199992866
2025-06-01,Terrain leveling,Building,m3,1801.5338271560881
2025-06-22,Laying steel rail,Railway,m,4195.938029984595
2025-01-20,Iron mining,Railway,m3,2783.0922459444982
2025-02-24,Foundation pouring,Building,m3,124.26857595443708
2025-06-26,Walling,Building,m2,4108.8868877901195
2025-09-15,Pavement,Road,m2,3068.6154793722935
2025-11-26,Iron mining,Railway,m3,242.21482196388254
2025-11-16,Foundation pouring,Building,m3,1535.5550328112006
2025-05-29,Subbase application,Road,m2,842.6792523710619
2025-09-04,Foundation pouring,Building,m3,4889.527280139839
2025-07-20,Rolling/Tractor,Road,m2,1383.4215886683799
2025-04-20,Ballast,Railway,m3,4471.731316539509
